culture,variete,region,annee,type_sol,clay_pct,sand_pct,ph,irrigation,n_kg_ha,p2o5_kg_ha,k2o_kg_ha,semis_jour,precip_total_mm,etp_total_mm,tmax_mean,tmin_mean,hot_days,rainy_days,precip_etp_ratio,days_in_period,rendement_qx_ha
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,24.1
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,29.0
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,22.5
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,34.4
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,41.5
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,32.2
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,31.0
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,37.3
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,0,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,28.9
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,30.1
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,36.3
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,28.1
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,43.0
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,51.8
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,40.2
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,38.7
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,46.7
ble,Karim,El Jadida,2015,Argileux,45,20,7.0,1,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,36.2
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,26.9
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,32.5
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,25.2
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,38.4
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,46.4
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,35.9
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,34.6
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,41.7
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,32.3
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,33.6
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,40.6
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,31.5
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,48.0
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,57.9
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,44.9
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,43.2
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,52.2
ble,Achtar,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,40.4
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,29.7
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,35.9
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,27.8
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,42.5
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,51.2
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,39.7
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,38.2
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,46.1
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,35.8
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,37.2
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,44.8
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,34.8
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,53.1
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,63.0
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,49.7
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,47.8
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,57.6
ble,Marzak,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,44.7
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,28.3
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,34.2
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,26.5
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,40.5
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,48.8
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,37.8
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,36.4
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,43.9
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,0,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,34.1
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,35.4
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,42.7
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,33.1
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,50.6
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,61.0
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,47.3
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,45.5
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,54.9
ble,Karim,El Jadida,2015,Limoneux,25,30,7.2,1,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,42.6
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,18.8
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,22.7
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,17.6
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,26.9
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,32.5
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,25.2
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,24.2
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,29.2
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,0,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,22.6
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,23.5
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,28.4
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,22.0
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,33.6
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,40.6
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,31.5
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,30.3
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,36.5
ble,Achtar,El Jadida,2015,Sableux,10,80,6.8,1,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,28.3
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,20.8
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,25.1
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,19.5
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,29.7
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,35.9
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,27.8
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,26.8
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,32.3
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,0,104.0,65.0,104.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,25.0
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,1,48.0,30.0,48.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,26.0
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,1,48.0,30.0,48.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,31.4
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,1,48.0,30.0,48.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,24.3
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,1,80.0,50.0,80.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,37.2
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,1,80.0,50.0,80.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,44.8
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,1,80.0,50.0,80.0,335,192.90000000000003,557.6899999999999,19.574736842105263,13.445263157894738,0,47,0.3458910864458751,190,34.8
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,1,104.0,65.0,104.0,305,201.5,489.71000000000004,19.33473684210526,13.210526315789474,0,43,0.4114680116803822,190,33.5
ble,Marzak,El Jadida,2015,Sableux,10,80,6.8,1,104.0,65.0,104.0,320,194.40000000000003,517.0699999999999,19.31368421052631,13.20736842105263,0,48,0.37596456959405894,190,40.4
